FID,id_no,binomial,presence,origin,seasonal,compiler,year,citation,source,dist_comm,island,subspecies,subpop,legend,tax_comm,kingdom_na,phylum_nam,class_name,order_name,family_nam,genus_name,species_na,code,Shape_Leng,Shape_Area,area
480,161679,Cirrhoscyllium formosanum,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,PARASCYLLIIDAE,Cirrhoscyllium,formosanum,DD,27.7499821,9.409352226,106541
481,161742,Rhinoraja odai,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Rhinoraja,odai,LC,22.9231341,9.252973158,94295.60156
482,195450,Dipturus melanospilus,1,1,1,IUCN Marine Biodiversity/GMSA,2015,IUCN Shark Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,melanospilus,DD,39.02546593,23.5821088,265947
483,63101,Psammobatis rutrum,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Psammobatis,rutrum,DD,85.74532243,25.86411183,263654
484,161711,Cruriraja poeyi,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Cruriraja,poeyi,DD,96.31556551,18.07314942,203047
485,161403,Somniosus pacificus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Somniosus,pacificus,DD,1738.772158,897.164949,6088540
486,60104,Urolophus sufflavus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,UROLOPHIDAE,Urolophus,sufflavus,VU,23.66237083,3.41528103,35580.80078
487,60129,Rhinoptera javanica,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RHINOPTERIDAE,Rhinoptera,javanica,VU,1646.505508,215.9841008,2606310
488,60128,Rhinoptera bonasus,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RHINOPTERIDAE,Rhinoptera,bonasus,NT,805.6726589,134.8841604,1545870
489,60185,Chimaera lignaria,1,1,1,IUCN Marine Biodiversity Unit/GMSA,2015,IUCN Shark Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Chimaera,lignaria,LC,131.2754129,97.17393173,872043
490,60181,Rhynchobatus sp. nov. A,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RHYNCHOBATIDAE,Rhynchobatus,sp. nov. A,VU,22.33111157,1.547011245,18993.59961
491,158617,Squalus edmundsi,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Squalus,edmundsi,NT,64.32381479,22.78276722,258298
492,60246,Etmopterus schultzi,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,schultzi,LC,177.1986288,53.79337919,589909
493,161338,Raja cortezensis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,cortezensis,DD,11.50579613,1.20553219,13328.09961
494,44580,Mustelus dorsalis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,dorsalis,DD,174.4518478,51.87407225,626082
495,39360,Scylliogaleus quecketti,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Scylliogaleus,quecketti,VU,24.42122512,9.361510912,98904.5
496,6229,Dalatias licha,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,DALATIIDAE,Dalatias,licha,NT,1406.375751,687.3301993,6896730
497,2636,Bathyraja abyssicola,1,1,1,IUCN Marine Biodiversity Unit/GMSA,2015,IUCN Shark Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,abyssicola,DD,327.7269298,177.3573586,1433690
498,63136,Dipturus ecuadoriensis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,ecuadoriensis,DD,2.055394899,0.227419932,2798.01001
499,161438,Squalus brevirostris,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Squalus,brevirostris,DD,332.8386156,120.4164723,1344430
500,44215,Apristurus kampae,1,1,1,GMSA,2009,International Union for Conservation of Nature, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Apristurus,kampae,DD,122.721849,40.98808012,435477
501,161682,Cruriraja rugosa,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Cruriraja,rugosa,DD,185.8409913,40.24854822,464798
502,60100,Urolophus orarius,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,UROLOPHIDAE,Urolophus,orarius,EN,39.57972482,3.782996819,38376
503,60163,Rhinobatos annulatus,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RHINOBATIDAE,Rhinobatos,annulatus,LC,71.50522467,15.27521512,161302
504,41808,Etmopterus fusus,1,1,1,IUCN Marine Biodiversity Unit/GMSA,2015,IUCN Shark Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,fusus,LC,16.11350607,10.65834219,124346
505,161410,Squalus hemipinnis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Squalus,hemipinnis,NT,76.77556161,19.49653968,237798
506,39337,Pseudocarcharias kamoharai,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,PSEUDOCARCHARIIDAE,Pseudocarcharias,kamoharai,NT,4083.745109,12982.65379,153980000
507,60095,Urolophus javanicus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,UROLOPHIDAE,Urolophus,javanicus,CR,5.395052299,0.798534121,9779.299805
508,39369,Carcharhinus hemiodon,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,hemiodon,CR,1416.092421,477.6984732,5764870
509,195436,Hemiscyllium galei,1,1,1,IUCN,2012,International Union for Conservation of Nature, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,HEMISCYLLIIDAE,Hemiscyllium,galei,DD,12.17711834,1.13009782,13897.7998
510,161706,Bathyraja kincaidii,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,kincaidii,DD,113.610354,32.16364685,268629
511,39349,Scyliorhinus capensis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Scyliorhinus,capensis,NT,84.68518663,57.98183747,612943
512,161661,Bathyraja aleutica,1,1,1,IUCN Marine Biodiversity Unit/GMSA,2015,IUCN Shark Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,aleutica,LC,592.6387972,333.9556349,2504440
513,39336,Odontaspis noronhai,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ODONTASPIDIDAE,Odontaspis,noronhai,DD,4536.091558,15244.33005,179615008
514,161457,Rhinobatos glaucostigma,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RHINOBATIDAE,Rhinobatos,glaucostigma,DD,225.5419169,28.24629263,334353
515,161619,Bathyraja meridionalis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,meridionalis,DD,159.1967446,97.04375059,812183
516,63166,Rhinobatos penggali,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RHINOBATIDAE,Rhinobatos,penggali,VU,27.11189866,3.04635757,37120.5
517,60097,Urolophus lobatus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,UROLOPHIDAE,Urolophus,lobatus,LC,26.58304449,1.776668939,18153
518,161446,Raja ackleyi,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,ackleyi,DD,10.35679128,1.095998361,12436.7998
519,41793,Chimaera panthera,1,1,1,IUCN,0,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Chimaera,panthera,DD,34.01925294,16.00863492,170310
520,60147,Dasyatis acutirostra,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,acutirostra,NT,178.503521,9.231311628,95919.79688
521,44651,Rajella dissimilis,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Rajella,dissimilis,LC,197.319132,45.71349939,540525
522,44612,Halaelurus lineatus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Halaelurus,lineatus,DD,53.63230431,22.36025515,250287
523,161450,Parmaturus lanatus,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Parmaturus,lanatus,DD,13.21425085,3.203048588,39089.39844
524,161381,Bathyraja minispinosa,1,1,1,IUCN Marine Biodiversity Unit/GMSA,2015,IUCN Shark Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,minispinosa,LC,603.2196358,381.4713937,2771100
525,39378,Galeocerdo cuvier,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Galeocerdo,cuvier,NT,6049.343615,2241.87282,26274000
526,44210,Apristurus fedorovi,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Apristurus,fedorovi,DD,19.26394356,7.043799574,66094
527,41723,Asymbolus pallidus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Asymbolus,pallidus,LC,62.10092633,37.43543576,435354
528,63147,Zearaja chilensis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Zearaja,chilensis,VU,155.2094047,92.41684552,801548
529,60194,Hydrolagus mitsukurii,1,1,1,IUCN,0,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Hydrolagus,mitsukurii,DD,323.7590228,110.6175577,1202580
530,44607,Dipturus campbelli,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,campbelli,NT,25.58069758,5.188897466,57668.39844
531,60164,Rhinobatos blochii,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RHINOBATIDAE,Rhinobatos,blochii,LC,31.79432664,4.352006458,46752.30078
532,61407,Rhizoprionodon porosus,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Rhizoprionodon,porosus,LC,822.2301025,291.7863821,3403510
533,44569,Proscymnodon macracanthus,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Proscymnodon,macracanthus,DD,282.5230706,55.00293413,505287
534,161437,Pentanchus profundicolus,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Pentanchus,profundicolus,DD,8.940364267,0.902441875,10888.59961
535,60120,Aetomylaeus maculatus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,MYLIOBATIDAE,Aetomylaeus,maculatus,EN,855.1561866,99.89568231,1193160
536,161387,Bathyraja ishiharai,1,1,1,IUCN Marine Biodiversity Unit/GMSA,2015,IUCN Shark Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,ishiharai,DD,6.149035469,2.969957375,30547.40039
537,161484,Scyliorhinus stellaris,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Scyliorhinus,stellaris,NT,1649.056956,470.7809142,4292200
538,195460,Narcine nelsoni,1,1,1,IUCN Marine Biodiversity Unit/GMSA,2015,IUCN Shark Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Narcine,nelsoni,LC,24.55028089,28.4732162,330562
539,60241,Etmopterus polli,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,polli,DD,187.0019913,88.00167379,1071990
540,44620,Rajella ravidula,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Rajella,ravidula,LC,43.32868587,8.606643485,91916.79688
541,161676,Torpedo tokionis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,TORPEDINIDAE,Tetronarce,tokionis,DD,219.9669797,90.45815793,949195
542,44615,Neoraja stehmanni,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Neoraja,stehmanni,DD,29.2422944,4.979940192,51794.89844
543,161400,Dipturus kwangtungensis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,kwangtungensis,DD,501.5729078,166.3532013,1670750
544,63132,Glaucostegus cemiculus,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RHINOBATIDAE,Glaucostegus,cemiculus,EN,749.329696,114.6084163,1207940
545,41838,Orectolobus ornatus,1,1,1,IUCN Marine Biodiversity Unit/GMSA,2015,IUCN Shark Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,ORECTOLOBIDAE,Orectolobus,ornatus,LC,126.3839884,31.99085346,360279
546,60101,Urolophus papilio,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,UROLOPHIDAE,Urolophus,papilio,LC,14.35800061,3.555239502,41329.39844
547,161629,Raja stellulata,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,stellulata,LC,38.1347095,13.22480399,134101
548,39363,Triakis semifasciata,1,1,1,GMSA,2009,International Union for Conservation of Nature, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Triakis,semifasciata,LC,138.0882899,50.85057519,534576
549,60203,Mustelus schmitti,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,schmitti,EN,100.0555382,63.08771261,606576
550,41722,Asymbolus occiduus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Asymbolus,occiduus,LC,66.80076349,43.37400193,445264
551,60205,Mustelus minicanis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,minicanis,DD,21.83897483,7.155853624,86144.60156
552,161746,Heteronarce garmani,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARKIDAE,Heteronarce,garmani,VU,38.79212967,10.33970248,111828
553,63152,Dasyatis centroura,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,centroura,LC,1297.325014,430.3557497,4541330
554,60141,Neoharriotta carri,1,1,1,IUCN,0,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,RHINOCHIMAERIDAE,Neoharriotta,carri,DD,103.9268211,33.74756492,407483
555,44596,Sympterygia brevicaudata,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Sympterygia,brevicaudata,DD,82.79755347,10.52665516,120210
556,161534,Rhinoraja kujiensis,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Rhinoraja,kujiensis,LC,102.7306605,55.18985553,528909
557,60222,Chiloscyllium plagiosum,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,HEMISCYLLIIDAE,Chiloscyllium,plagiosum,NT,1654.184439,440.1517294,5258730
558,161533,Dasyatis bennetti,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,bennetti,DD,221.8783447,25.87783558,303941
559,161726,Parmaturus albipenis,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Parmaturus,albipenis,DD,37.30895904,18.67075084,215680
560,63164,Hydrolagus mccoskeri,1,1,1,IUCN,0,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Hydrolagus,mccoskeri,DD,13.30666093,1.14715765,14119.2998
561,161634,Pristiophorus japonicus,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,PRISTIOPHORIFORMES,PRISTIOPHORIDAE,Pristiophorus,japonicus,DD,537.9011765,142.923348,1469290
562,161432,Somniosus rostratus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Somniosus,rostratus,DD,379.4709698,192.5328042,1899450
563,161637,Dipturus australis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,australis,VU,51.75353328,10.48991911,109987
564,60204,Mustelus higmani,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,higmani,LC,552.6139041,249.5189374,2925390
565,161408,Glaucostegus halavi,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RHINOBATIDAE,Glaucostegus,halavi,DD,153.5629663,19.52397629,225016
566,161710,Cruriraja andamanica,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Cruriraja,andamanica,DD,3.678005249,0.402506066,4900.950195
567,161492,Leucoraja wallacei,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Leucoraja,wallacei,LC,83.06225366,23.09748381,242080
568,44224,Apristurus profundorum,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Apristurus,profundorum,DD,99.8595469,38.85050359,383224
